Tt,CT,DT,Ct,Dt,QmT,NT,Cr,Mo,Cu,Si,Ni,Fatigue
60,30,30.0,0.0,0.0,30,870,0.94,0.17,0.12,0.22,0.04,517
60,30,30.0,0.0,0.0,30,870,0.96,0.18,0.1,0.25,0.24,523
60,30,30.0,0.0,0.0,30,870,1.05,0.21,0.02,0.26,0.02,516
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.06,0.22,0.05,486
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.07,0.27,0.03,427
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.02,0.25,0.02,510
60,30,30.0,0.0,0.0,30,870,0.09,0.0,0.05,0.22,0.06,451
60,30,30.0,0.0,0.0,30,870,0.22,0.0,0.08,0.24,0.04,425
60,30,30.0,0.0,0.0,30,870,0.2,0.0,0.05,0.21,0.03,432
60,30,30.0,0.0,0.0,30,870,0.03,0.0,0.02,0.25,0.02,482
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.06,0.22,0.05,435
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.07,0.27,0.03,406
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.02,0.25,0.02,470
60,30,30.0,0.0,0.0,30,870,0.09,0.0,0.05,0.22,0.06,438
60,30,30.0,0.0,0.0,30,870,0.22,0.0,0.08,0.24,0.04,404
60,30,30.0,0.0,0.0,30,870,0.2,0.0,0.05,0.21,0.03,406
60,30,30.0,0.0,0.0,30,870,0.03,0.0,0.02,0.25,0.02,443
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.06,0.22,0.05,397
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.07,0.27,0.03,385
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.02,0.25,0.02,425
60,30,30.0,0.0,0.0,30,870,0.09,0.0,0.05,0.22,0.06,396
60,30,30.0,0.0,0.0,30,870,0.22,0.0,0.08,0.24,0.04,380
60,30,30.0,0.0,0.0,30,870,0.2,0.0,0.05,0.21,0.03,363
60,30,30.0,0.0,0.0,30,870,0.03,0.0,0.02,0.25,0.02,398
60,30,30.0,0.0,0.0,30,870,0.15,0.0,0.05,0.23,0.04,505
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.34,0.08,536
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.07,0.21,0.03,484
60,30,30.0,0.0,0.0,30,870,0.17,0.0,0.07,0.24,0.06,495
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.01,0.21,0.02,551
60,30,30.0,0.0,0.0,30,870,0.1,0.0,0.08,0.33,0.06,477
60,30,30.0,0.0,0.0,30,870,0.27,0.0,0.1,0.34,0.07,530
60,30,30.0,0.0,0.0,30,870,0.04,0.0,0.01,0.25,0.02,516
60,30,30.0,0.0,0.0,30,870,0.08,0.0,0.06,0.22,0.03,445
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.3,0.1,551
60,30,30.0,0.0,0.0,30,870,0.19,0.0,0.02,0.26,0.02,510
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.05,0.22,0.04,443
60,30,30.0,0.0,0.0,30,870,0.15,0.0,0.05,0.23,0.04,449
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.34,0.08,502
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.07,0.21,0.03,451
60,30,30.0,0.0,0.0,30,870,0.17,0.0,0.07,0.24,0.06,459
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.01,0.21,0.02,497
60,30,30.0,0.0,0.0,30,870,0.1,0.0,0.08,0.33,0.06,451
60,30,30.0,0.0,0.0,30,870,0.27,0.0,0.1,0.34,0.07,497
60,30,30.0,0.0,0.0,30,870,0.04,0.0,0.01,0.25,0.02,461
60,30,30.0,0.0,0.0,30,870,0.08,0.0,0.06,0.22,0.03,399
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.3,0.1,502
60,30,30.0,0.0,0.0,30,870,0.19,0.0,0.02,0.26,0.02,490
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.05,0.22,0.04,424
60,30,30.0,0.0,0.0,30,870,0.15,0.0,0.05,0.23,0.04,411
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.34,0.08,448
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.07,0.21,0.03,404
60,30,30.0,0.0,0.0,30,870,0.17,0.0,0.07,0.24,0.06,411
60,30,30.0,0.0,0.0,30,870,0.12,0.0,0.01,0.21,0.02,438
60,30,30.0,0.0,0.0,30,870,0.1,0.0,0.08,0.33,0.06,410
60,30,30.0,0.0,0.0,30,870,0.27,0.0,0.1,0.34,0.07,450
60,30,30.0,0.0,0.0,30,870,0.04,0.0,0.01,0.25,0.02,410
60,30,30.0,0.0,0.0,30,870,0.08,0.0,0.06,0.22,0.03,383
60,30,30.0,0.0,0.0,30,870,0.26,0.0,0.1,0.3,0.1,460
60,30,30.0,0.0,0.0,30,870,0.19,0.0,0.02,0.26,0.02,442
60,30,30.0,0.0,0.0,30,870,0.13,0.0,0.05,0.22,0.04,399
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.09,0.3,2.66,563
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.06,0.24,2.65,530
60,30,30.0,0.0,0.0,30,900,0.75,0.0,0.05,0.29,2.64,570
60,30,30.0,0.0,0.0,30,900,0.89,0.0,0.05,0.26,2.78,578
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.1,0.22,2.63,537
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.06,0.3,2.66,569
60,30,30.0,0.0,0.0,30,900,0.87,0.0,0.05,0.27,2.67,576
60,30,30.0,0.0,0.0,30,900,0.84,0.0,0.05,0.26,2.63,549
60,30,30.0,0.0,0.0,30,900,0.81,0.0,0.07,0.27,2.7,522
60,30,30.0,0.0,0.0,30,900,0.77,0.0,0.06,0.3,2.67,570
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.09,0.3,2.66,510
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.06,0.24,2.65,510
60,30,30.0,0.0,0.0,30,900,0.75,0.0,0.05,0.29,2.64,517
60,30,30.0,0.0,0.0,30,900,0.89,0.0,0.05,0.26,2.78,540
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.1,0.22,2.63,518
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.06,0.3,2.66,523
60,30,30.0,0.0,0.0,30,900,0.87,0.0,0.05,0.27,2.67,537
60,30,30.0,0.0,0.0,30,900,0.84,0.0,0.05,0.26,2.63,536
60,30,30.0,0.0,0.0,30,900,0.81,0.0,0.07,0.27,2.7,503
60,30,30.0,0.0,0.0,30,900,0.77,0.0,0.06,0.3,2.67,540
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.09,0.3,2.66,490
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.06,0.24,2.65,477
60,30,30.0,0.0,0.0,30,900,0.75,0.0,0.05,0.29,2.64,483
60,30,30.0,0.0,0.0,30,900,0.89,0.0,0.05,0.26,2.78,503
60,30,30.0,0.0,0.0,30,900,0.71,0.0,0.1,0.22,2.63,471
60,30,30.0,0.0,0.0,30,900,0.82,0.0,0.06,0.3,2.66,476
60,30,30.0,0.0,0.0,30,900,0.87,0.0,0.05,0.27,2.67,502
60,30,30.0,0.0,0.0,30,900,0.84,0.0,0.05,0.26,2.63,496
60,30,30.0,0.0,0.0,30,900,0.81,0.0,0.07,0.27,2.7,471
60,30,30.0,0.0,0.0,30,900,0.77,0.0,0.06,0.3,2.67,497
60,30,30.0,0.0,0.0,30,870,0.72,0.18,0.07,0.19,1.67,591
60,30,30.0,0.0,0.0,30,870,0.78,0.18,0.09,0.23,1.82,590
60,30,30.0,0.0,0.0,30,870,0.96,0.24,0.05,0.29,1.92,606
60,30,30.0,0.0,0.0,30,870,0.71,0.17,0.08,0.25,1.63,584
60,30,30.0,0.0,0.0,30,870,0.75,0.23,0.04,0.26,1.8,604
60,30,30.0,0.0,0.0,30,870,0.74,0.2,0.08,0.33,1.71,591
60,30,30.0,0.0,0.0,30,870,0.73,0.22,0.09,0.25,1.69,588
60,30,30.0,0.0,0.0,30,870,0.72,0.16,0.12,0.26,1.66,588
60,30,30.0,0.0,0.0,30,870,0.74,0.22,0.12,0.29,1.84,550
60,30,30.0,0.0,0.0,30,870,0.82,0.23,0.09,0.25,1.76,609
60,30,30.0,0.0,0.0,30,870,0.74,0.19,0.07,0.29,1.75,604
60,30,30.0,0.0,0.0,30,870,0.86,0.24,0.04,0.3,1.9,619
60,30,30.0,0.0,0.0,30,870,0.9,0.24,0.03,0.29,1.88,643
60,30,30.0,0.0,0.0,30,870,0.68,0.17,0.09,0.26,1.62,569
60,30,30.0,0.0,0.0,30,870,0.72,0.18,0.07,0.19,1.67,551
60,30,30.0,0.0,0.0,30,870,0.78,0.18,0.09,0.23,1.82,543
60,30,30.0,0.0,0.0,30,870,0.96,0.24,0.05,0.29,1.92,543
60,30,30.0,0.0,0.0,30,870,0.71,0.17,0.08,0.25,1.63,524
60,30,30.0,0.0,0.0,30,870,0.75,0.23,0.04,0.26,1.8,571
60,30,30.0,0.0,0.0,30,870,0.74,0.2,0.08,0.33,1.71,542
60,30,30.0,0.0,0.0,30,870,0.73,0.22,0.09,0.25,1.69,531
60,30,30.0,0.0,0.0,30,870,0.72,0.16,0.12,0.26,1.66,531
60,30,30.0,0.0,0.0,30,870,0.74,0.22,0.12,0.29,1.84,512
60,30,30.0,0.0,0.0,30,870,0.82,0.23,0.09,0.25,1.76,563
60,30,30.0,0.0,0.0,30,870,0.74,0.19,0.07,0.29,1.75,550
60,30,30.0,0.0,0.0,30,870,0.86,0.24,0.04,0.3,1.9,583
60,30,30.0,0.0,0.0,30,870,0.9,0.24,0.03,0.29,1.88,583
60,30,30.0,0.0,0.0,30,870,0.68,0.17,0.09,0.26,1.62,550
60,30,30.0,0.0,0.0,30,870,0.72,0.18,0.07,0.19,1.67,482
60,30,30.0,0.0,0.0,30,870,0.78,0.18,0.09,0.23,1.82,482
60,30,30.0,0.0,0.0,30,870,0.96,0.24,0.05,0.29,1.92,490
60,30,30.0,0.0,0.0,30,870,0.71,0.17,0.08,0.25,1.63,476
60,30,30.0,0.0,0.0,30,870,0.75,0.23,0.04,0.26,1.8,483
60,30,30.0,0.0,0.0,30,870,0.74,0.2,0.08,0.33,1.71,480
60,30,30.0,0.0,0.0,30,870,0.73,0.22,0.09,0.25,1.69,491
60,30,30.0,0.0,0.0,30,870,0.72,0.16,0.12,0.26,1.66,471
60,30,30.0,0.0,0.0,30,870,0.74,0.22,0.12,0.29,1.84,469
60,30,30.0,0.0,0.0,30,870,0.82,0.23,0.09,0.25,1.76,490
60,30,30.0,0.0,0.0,30,870,0.74,0.19,0.07,0.29,1.75,483
60,30,30.0,0.0,0.0,30,870,0.86,0.24,0.04,0.3,1.9,498
60,30,30.0,0.0,0.0,30,870,0.9,0.24,0.03,0.29,1.88,491
60,30,30.0,0.0,0.0,30,870,0.68,0.17,0.09,0.26,1.62,463
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.06,0.28,1.76,600
60,30,30.0,0.0,0.0,30,870,0.71,0.0,0.06,0.19,1.67,615
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.09,0.25,1.74,607
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.05,0.16,1.65,596
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.11,0.2,1.66,618
60,30,30.0,0.0,0.0,30,870,0.77,0.0,0.07,0.29,1.8,585
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.06,0.28,1.76,551
60,30,30.0,0.0,0.0,30,870,0.71,0.0,0.06,0.19,1.67,556
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.09,0.25,1.74,550
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.05,0.16,1.65,537
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.11,0.2,1.66,543
60,30,30.0,0.0,0.0,30,870,0.77,0.0,0.07,0.29,1.8,543
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.06,0.28,1.76,471
60,30,30.0,0.0,0.0,30,870,0.71,0.0,0.06,0.19,1.67,476
60,30,30.0,0.0,0.0,30,870,0.79,0.0,0.09,0.25,1.74,482
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.05,0.16,1.65,477
60,30,30.0,0.0,0.0,30,870,0.73,0.0,0.11,0.2,1.66,491
60,30,30.0,0.0,0.0,30,870,0.77,0.0,0.07,0.29,1.8,479
60,30,30.0,0.0,0.0,30,845,0.15,0.0,0.12,1.96,0.05,781
60,30,30.0,0.0,0.0,30,845,0.15,0.0,0.01,1.99,0.01,698
60,30,30.0,0.0,0.0,30,845,0.16,0.0,0.12,2.05,0.16,906
60,30,30.0,0.0,0.0,30,845,0.15,0.0,0.12,1.96,0.05,740
60,30,30.0,0.0,0.0,30,845,0.15,0.0,0.01,1.99,0.01,678
60,30,30.0,0.0,0.0,30,845,0.16,0.0,0.12,2.05,0.16,770
60,30,30.0,0.0,0.0,30,845,0.87,0.05,0.2,0.28,0.08,794
60,30,30.0,0.0,0.0,30,845,0.81,0.01,0.02,0.17,0.03,855
60,30,30.0,0.0,0.0,30,845,0.75,0.03,0.12,0.29,0.05,768
60,30,30.0,0.0,0.0,30,845,0.87,0.05,0.2,0.28,0.08,745
60,30,30.0,0.0,0.0,30,845,0.81,0.01,0.02,0.17,0.03,707
60,30,30.0,0.0,0.0,30,845,0.75,0.03,0.12,0.29,0.05,718
60,30,30.0,0.0,0.0,30,845,0.74,0.0,0.01,1.49,0.02,874
60,30,30.0,0.0,0.0,30,845,0.63,0.01,0.06,1.31,0.04,829
60,30,30.0,0.0,0.0,30,845,0.68,0.05,0.26,1.51,0.13,700
60,30,30.0,0.0,0.0,30,845,0.74,0.0,0.01,1.5,0.02,806
60,30,30.0,0.0,0.0,30,845,0.64,0.01,0.06,1.31,0.04,720
60,30,30.0,0.0,0.0,30,845,0.67,0.05,0.26,1.5,0.13,688
120,930,850.0,139.8,15.0,60,930,0.59,0.21,0.07,0.29,1.62,1034
120,930,850.0,139.8,15.0,60,930,0.55,0.18,0.11,0.35,1.69,1139
120,930,850.0,139.8,15.0,60,930,0.45,0.16,0.05,0.28,1.64,1002
120,930,850.0,469.8,15.0,60,930,0.59,0.21,0.07,0.29,1.62,1056
120,930,850.0,469.8,15.0,60,930,0.55,0.18,0.11,0.35,1.69,1124
120,930,850.0,469.8,15.0,60,930,0.45,0.16,0.05,0.28,1.64,1082
120,930,850.0,540.0,15.0,140,930,0.59,0.21,0.07,0.29,1.62,1054
120,930,850.0,540.0,15.0,140,930,0.55,0.18,0.11,0.35,1.69,1190
120,930,850.0,540.0,15.0,140,930,0.45,0.16,0.05,0.28,1.64,935
120,930,850.0,469.8,15.0,60,930,0.59,0.21,0.07,0.29,1.62,1037
120,930,850.0,469.8,15.0,60,930,0.55,0.18,0.11,0.35,1.69,1110
120,930,850.0,469.8,15.0,60,930,0.45,0.16,0.05,0.28,1.64,1035
120,930,882.381,130.2,25.2,60,930,0.47,0.19,0.2,0.32,0.46,927
120,930,882.381,130.2,25.2,60,930,0.6,0.16,0.07,0.29,0.44,976
120,930,882.381,130.2,25.2,60,930,0.62,0.17,0.12,0.26,0.56,986
120,930,895.517,450.0,34.8,60,930,0.47,0.19,0.2,0.32,0.46,956
120,930,895.517,450.0,34.8,60,930,0.6,0.16,0.07,0.29,0.44,946
120,930,895.517,450.0,34.8,60,930,0.62,0.17,0.12,0.26,0.56,1089
120,930,903.333,510.0,45.0,140,930,0.47,0.19,0.2,0.32,0.46,960
120,930,903.333,510.0,45.0,140,930,0.6,0.16,0.07,0.29,0.44,1033
120,930,903.333,510.0,45.0,140,930,0.62,0.17,0.12,0.26,0.56,1080
120,930,895.517,450.0,34.8,60,930,0.47,0.19,0.2,0.32,0.46,924
120,930,895.517,450.0,34.8,60,930,0.6,0.16,0.07,0.29,0.44,1009
120,930,895.517,450.0,34.8,60,930,0.62,0.17,0.12,0.26,0.56,1053
120,930,895.517,100.2,34.8,60,930,1.09,0.03,0.14,0.3,0.08,854
120,930,895.517,100.2,34.8,60,930,1.14,0.02,0.07,0.2,0.04,1086
120,930,895.517,100.2,34.8,60,930,1.02,0.05,0.16,0.21,0.12,889
120,930,895.812,499.8,70.2,60,930,1.09,0.03,0.14,0.3,0.08,884
120,930,895.812,499.8,70.2,60,930,1.14,0.02,0.07,0.2,0.04,1057
120,930,895.812,499.8,70.2,60,930,1.02,0.05,0.16,0.21,0.12,900
120,930,895.812,529.8,70.2,140,930,1.09,0.03,0.14,0.3,0.08,876
120,930,895.812,529.8,70.2,140,930,1.14,0.02,0.07,0.2,0.04,1068
120,930,895.812,529.8,70.2,140,930,1.02,0.05,0.16,0.21,0.12,838
120,930,895.812,499.8,70.2,60,930,1.09,0.03,0.14,0.3,0.08,873
120,930,895.812,499.8,70.2,60,930,1.14,0.02,0.07,0.2,0.04,1120
120,930,895.812,499.8,70.2,60,930,1.02,0.05,0.16,0.21,0.12,898
120,930,881.807,90.0,49.8,60,930,1.17,0.17,0.07,0.31,0.06,1074
120,930,881.807,90.0,49.8,60,930,0.91,0.15,0.01,0.26,0.02,1006
120,930,881.807,90.0,49.8,60,930,1.08,0.15,0.08,0.25,0.07,858
120,930,895.812,340.2,70.2,60,930,1.17,0.17,0.07,0.31,0.06,1144
120,930,895.812,340.2,70.2,60,930,0.91,0.15,0.01,0.26,0.02,1028
120,930,895.812,340.2,70.2,60,930,1.08,0.15,0.08,0.25,0.07,948
120,930,895.812,340.2,70.2,140,930,1.17,0.17,0.07,0.31,0.06,1080
120,930,895.812,340.2,70.2,140,930,0.91,0.15,0.01,0.26,0.02,1030
120,930,895.812,340.2,70.2,140,930,1.08,0.15,0.08,0.25,0.07,957
120,930,895.812,340.2,70.2,60,930,1.17,0.17,0.07,0.31,0.06,1104
120,930,895.812,340.2,70.2,60,930,0.91,0.15,0.01,0.26,0.02,1008
120,930,895.812,340.2,70.2,60,930,1.08,0.15,0.08,0.25,0.07,882
